id,app,category,rating,review,date,helpful_votes,verified_purchase,device_type,app_version
433,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #433),2023-09-11,32,True,mobile,4.0.1
434,Maze,usability testing,2,It works for basic tasks but important workflows feel unfinished. (Maze review #434),2023-05-12,24,True,desktop,
435,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #435),2023-06-27,19,False,desktop,5.2.0
436,Fieldkit,field research,5,Reliable and thoughtfully designed; this has become a daily tool. (Fieldkit review #436),2023-06-01,34,True,desktop,
437,Miro,collaborative whiteboard,5,Reliable and thoughtfully designed; this has become a daily tool. (Miro review #437),2023-08-19,22,False,mobile,3.1.2
438,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #438),2023-06-30,4,True,desktop,5.3.1
439,Dovetail,research repository,5,Reliable and thoughtfully designed; this has become a daily tool. (Dovetail review #439),2023-01-28,27,True,mobile,
440,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #440),2023-05-13,10,True,mobile,
441,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #441),2023-01-21,43,True,desktop,4.0.1
442,Maze,usability testing,4,Solid overall; a few rough edges but it fits my routine well. (Maze review #442),2023-06-21,35,True,tablet,4.0.1
443,Fieldkit,field research,5,Reliable and thoughtfully designed; this has become a daily tool. (Fieldkit review #443),2023-10-10,23,False,mobile,
444,Lookback,user research,1,Several pain points keep me from recommending this release. (Lookback review #444),2023-10-04,5,False,mobile,5.3.1
445,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #445),2023-04-30,32,True,,3.2.0
446,Dovetail,research repository,3,"Mixed experience: useful in places, frustrating in others. (Dovetail review #446)",2023-06-21,6,True,mobile,2.0.0
447,Lookback,user research,3,"Mixed experience: useful in places, frustrating in others. (Lookback review #447)",2024-02-08,43,False,,5.3.1
448,Maze,usability testing,3,"Mixed experience: useful in places, frustrating in others. (Maze review #448)",2023-04-24,29,False,desktop,4.0.1
449,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #449),2023-12-22,19,True,tablet,3.2.0
450,Maze,usability testing,3,"Mixed experience: useful in places, frustrating in others. (Maze review #450)",2023-12-09,47,True,,4.0.1
451,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #451),2023-06-20,25,True,tablet,3.1.0
452,Dovetail,research repository,2,It works for basic tasks but important workflows feel unfinished. (Dovetail review #452),2023-02-25,24,False,tablet,
453,Maze,usability testing,4,Solid overall; a few rough edges but it fits my routine well. (Maze review #453),2024-02-17,25,True,desktop,
454,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #454),2024-01-26,8,True,mobile,
455,Dovetail,research repository,4,Solid overall; a few rough edges but it fits my routine well. (Dovetail review #455),2023-08-13,29,True,,2.1.0
456,Maze,usability testing,2,It works for basic tasks but important workflows feel unfinished. (Maze review #456),2023-01-08,3,False,desktop,4.1.0
457,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #457),2023-10-30,12,True,desktop,3.1.0
458,Lookback,user research,5,Reliable and thoughtfully designed; this has become a daily tool. (Lookback review #458),2023-01-20,45,True,desktop,5.1.0
459,Lookback,user research,1,Several pain points keep me from recommending this release. (Lookback review #459),2024-01-15,11,False,mobile,5.2.0
460,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #460),2023-05-17,39,True,,4.0.1
461,Dovetail,research repository,4,Solid overall; a few rough edges but it fits my routine well. (Dovetail review #461),2023-06-26,13,False,mobile,2.0.0
462,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #462),2023-04-07,43,True,tablet,
463,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #463),2023-07-09,20,False,mobile,4.0.1
464,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #464),2024-05-05,16,True,mobile,
465,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #465),2023-06-20,15,True,desktop,3.1.0
466,Dovetail,research repository,5,Reliable and thoughtfully designed; this has become a daily tool. (Dovetail review #466),2023-02-14,29,True,,2.0.0
467,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #467),2023-04-23,9,True,mobile,5.1.0
468,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #468),2024-01-14,28,True,mobile,
469,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #469),2024-05-10,16,False,mobile,4.1.0
470,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #470),2023-01-23,24,True,desktop,4.1.0
471,Dovetail,research repository,4,Solid overall; a few rough edges but it fits my routine well. (Dovetail review #471),2023-09-23,44,True,mobile,2.0.0
472,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #472),2023-01-17,37,True,desktop,3.1.0
473,Fieldkit,field research,5,Reliable and thoughtfully designed; this has become a daily tool. (Fieldkit review #473),2024-01-18,35,True,mobile,2.6.0
474,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #474),2023-08-28,42,True,mobile,5.1.0
475,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #475),2023-08-06,5,False,mobile,3.2.0
476,Miro,collaborative whiteboard,5,Reliable and thoughtfully designed; this has become a daily tool. (Miro review #476),2023-12-24,38,True,desktop,3.2.0
477,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #477),2023-06-04,3,False,mobile,
478,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #478),2024-04-09,23,False,mobile,
479,Lookback,user research,5,Reliable and thoughtfully designed; this has become a daily tool. (Lookback review #479),2023-02-17,44,True,,5.3.1
480,Dovetail,research repository,4,Solid overall; a few rough edges but it fits my routine well. (Dovetail review #480),2023-08-11,36,True,desktop,2.0.0
481,Miro,collaborative whiteboard,5,Reliable and thoughtfully designed; this has become a daily tool. (Miro review #481),2023-02-16,13,False,desktop,3.1.2
482,Fieldkit,field research,3,"Mixed experience: useful in places, frustrating in others. (Fieldkit review #482)",2023-03-08,1,True,mobile,2.6.0
483,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #483),2024-01-21,35,False,desktop,3.2.0
484,Maze,usability testing,4,Solid overall; a few rough edges but it fits my routine well. (Maze review #484),2024-02-06,28,True,desktop,4.1.0
485,Lookback,user research,3,"Mixed experience: useful in places, frustrating in others. (Lookback review #485)",2024-03-04,16,True,tablet,5.1.0
486,Fieldkit,field research,4,Solid overall; a few rough edges but it fits my routine well. (Fieldkit review #486),2024-01-11,13,False,mobile,2.6.0
487,Maze,usability testing,5,Reliable and thoughtfully designed; this has become a daily tool. (Maze review #487),2023-07-27,40,True,tablet,4.0.1
488,Miro,collaborative whiteboard,5,Reliable and thoughtfully designed; this has become a daily tool. (Miro review #488),2023-11-26,21,False,desktop,3.1.2
489,Maze,usability testing,4,Solid overall; a few rough edges but it fits my routine well. (Maze review #489),2023-05-13,46,True,mobile,4.0.1
490,Fieldkit,field research,3,"Mixed experience: useful in places, frustrating in others. (Fieldkit review #490)",2024-03-01,20,True,tablet,2.5.0
491,Dovetail,research repository,3,"Mixed experience: useful in places, frustrating in others. (Dovetail review #491)",2024-03-15,8,False,mobile,2.0.0
492,Dovetail,research repository,4,Solid overall; a few rough edges but it fits my routine well. (Dovetail review #492),2024-03-06,42,True,,2.1.4
493,Miro,collaborative whiteboard,4,Solid overall; a few rough edges but it fits my routine well. (Miro review #493),2023-08-01,36,True,mobile,3.1.0
494,Lookback,user research,5,Reliable and thoughtfully designed; this has become a daily tool. (Lookback review #494),2024-01-06,24,True,desktop,5.1.0
495,Lookback,user research,5,Reliable and thoughtfully designed; this has become a daily tool. (Lookback review #495),2023-07-28,22,False,desktop,5.1.0
496,Miro,collaborative whiteboard,2,It works for basic tasks but important workflows feel unfinished. (Miro review #496),2023-07-07,24,True,,
497,Miro,collaborative whiteboard,1,Several pain points keep me from recommending this release. (Miro review #497),2023-01-25,7,True,,3.2.0
498,Dovetail,research repository,5,Reliable and thoughtfully designed; this has become a daily tool. (Dovetail review #498),2023-06-25,29,True,desktop,2.1.0
499,Dovetail,research repository,5,Reliable and thoughtfully designed; this has become a daily tool. (Dovetail review #499),2023-10-03,19,True,tablet,2.1.0
500,Lookback,user research,4,Solid overall; a few rough edges but it fits my routine well. (Lookback review #500),2024-02-16,46,True,desktop,5.1.0
